gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_crosslingual-train-2611762,wikilingua_crosslingual-train-2611762,fr,en,"Mail. Dans le panneau de gauche, vous pouvez trouver un menu « Dossiers ». Cliquez dessus pour afficher tous vos dossiers courants. Cliquez sur l'icône à côté pour créer un nouveau dossier. Faites court, mais soyez descriptif. Vous voudrez savoir ce qui se trouve à l'intérieur du dossier juste en regardant son nom. Répétez la 2e et 3e étape autant de fois que nécessaire.",Log into your Yahoo! Create a new folder. Name the new folder. Create more folders.,['Log into your Yahoo! Create a new folder. Name the new folder. Create more folders.']
wikilingua_crosslingual-train-2611763,wikilingua_crosslingual-train-2611763,en,fr,"Mail account. On the left panel, you can find a ""Folders"" menu; click on it to show all your current folders. Click on the icon beside it to create a new folder. Make it short but descriptive. You would want to know what’s inside the folder just by looking at its name. Repeat steps 2 and 3 as needed.",Connectez-vous à votre compte Yahoo! Créez un nouveau dossier. Donnez un nom au nouveau dossier. Créez plus de dossiers.,['Connectez-vous à votre compte Yahoo! Créez un nouveau dossier. Donnez un nom au nouveau dossier. Créez plus de dossiers.']
wikilingua_crosslingual-train-2611765,wikilingua_crosslingual-train-2611765,en,fr,"Check to see if they have brackets already attached to them. The brackets are the point at which you will screw the sliding shelf into the cabinet. Check the correct sides for the drawer slides by sliding them onto either side of the pull out drawer. Align the drawer with the cabinet itself. Check the front, back and sides to ensure it’s straight and square with the opening. Adjust the brackets, slides and shelf inside the cabinet if the door doesn’t close.",Prenez les glissières du tiroir. Retournez le plateau coulissant de sorte que l'avant soit face au sol. Placez le tiroir à glissières dans le meuble de rangement de la cuisine pour vous assurer que la taille est correcte. Fermez la porte du meuble.,"[""Prenez les glissières du tiroir. Retournez le plateau coulissant de sorte que l'avant soit face au sol. Placez le tiroir à glissières dans le meuble de rangement de la cuisine pour vous assurer que la taille est correcte. Fermez la porte du meuble.""]"
wikilingua_crosslingual-train-2611796,wikilingua_crosslingual-train-2611796,fr,en,"Asseyez-vous par terre, genoux pliés. Vous pouvez utiliser un tapis de gym, mais posez-le sur une surface dure, comme un sol carrelé. Commencez en position assise, jambes pliées. Gardez les genoux pliés pendant tout l'exercice pour éviter de vous cambrer . Le rouleau en mousse ne sera pas efficace sur une surface molle comme un lit ou un tapis épais.",Sit on the floor with your knees bent.,['Sit on the floor with your knees bent.']
wikilingua_crosslingual-train-2611797,wikilingua_crosslingual-train-2611797,en,fr,"It’s okay to use an exercise mat, but choose a hard surface, like a tile floor. Start in a seated position with a bend in your knees. Keep your knees bent during the entire exercise so you don’t have a curve in your lower back. The foam roller won’t work on a soft surface, like your bed or carpet.",Asseyez-vous.,['Asseyez-vous.']
wikilingua_crosslingual-train-2611861,wikilingua_crosslingual-train-2611861,en,fr,"Red is a primary color, so you cannot create it by mixing any other colors.  Primary colors are colors that exist on their own and do not contain traces of any other color. Aside from red, the other primary colors are blue and yellow. Even though you cannot make pure red, you can still make other hues of red by mixing pure red with other colors. You can change the value of any red hue in a similar manner.",Sachez qu'il est impossible de créer du rouge.,"[""Sachez qu'il est impossible de créer du rouge.""]"
wikilingua_crosslingual-train-2611982,wikilingua_crosslingual-train-2611982,fr,en,"Vous l’utiliserez pour dessiner les taches de rousseur sur vos joues.  Pour choisir une couleur, fiez-vous à vos taches de rousseur naturelles. Si vous n’avez aucune tache de rousseur, recherchez des grains de beauté ou des taches brunes et choisissez une teinte similaire à ceux-ci. N’utilisez pas d’eye-liner liquide : le résultat ne ressemblera pas à des taches de rousseur !",Choose a light brown eyeliner pencil.,['Choose a light brown eyeliner pencil.']
wikilingua_crosslingual-train-2611983,wikilingua_crosslingual-train-2611983,en,fr,"This will be used to make the freckles on your cheek.  To choose a color, compare to any naturally occurring freckles you have. If you don't have any freckles, look for moles or sun spots on your skin and choose a color similar to those. Do not use liquid eyeliner-- the results will not look like freckles!",Choisissez un crayon eye-liner marron clair.,['Choisissez un crayon eye-liner marron clair.']
wikilingua_crosslingual-train-2612061,wikilingua_crosslingual-train-2612061,en,fr,"Add a pinch of salt. Make a well in the center of the sifted flour. Use a large spoon or electric mixer to mix until smooth. Gradually add the milk while mixing, and beat well. Let stand for 30 minutes in the refrigerator, to chill. While the batter is sitting, slice the onion rings to about 1/2 inch/1cm thickness.    Fold into the batter. This will take about 3-4 minutes. Place on kitchen paper to remove any excess grease, then serve immediately.","Tamisez la farine dans un grand saladier. Versez les jaunes d'œufs et l'huile dans le puits. Couvrez la pâte. Après 30 minutes, battez le blanc en neige. Trempez les rondelles d'ognon dans la pâte. Retirez les beignets de l'huile à l'aide de pinces ou d'une écumoire.","[""Tamisez la farine dans un grand saladier. Versez les jaunes d'œufs et l'huile dans le puits. Couvrez la pâte. Après 30 minutes, battez le blanc en neige. Trempez les rondelles d'ognon dans la pâte. Retirez les beignets de l'huile à l'aide de pinces ou d'une écumoire.""]"
wikilingua_crosslingual-train-2612073,wikilingua_crosslingual-train-2612073,en,fr,"This button is typically located on the bottom right of the screen and will look like a square or overlapping squares depending on your phone/tablet. Tapping this will display a list of recently used apps.  This will close the app and stop it from running in the background. Alternately, tap the ‘x’ button. This button may appear in the upper right corner of the app window in the ‘recent app view’ if you are running Android 6 or later.",Appuyez sur la touche des applications récentes. Faites glisser l’écran vers le haut ou vers le bas. Faites glisser la fenêtre Chrome vers la droite.,['Appuyez sur la touche des applications récentes. Faites glisser l’écran vers le haut ou vers le bas. Faites glisser la fenêtre Chrome vers la droite.']
wikilingua_crosslingual-train-2612160,wikilingua_crosslingual-train-2612160,fr,en,"Ce pistolet à élastique tire son nom du crayon dont vous allez vous servir pour fabriquer le fut. Les pièces dont vous avez besoin pour le construire sont des objets que vous avez probablement déjà à la maison, parmi lesquels les suivantes :   un crayon ; une punaise ; de la colle chaude ou de la colle forte ; une pince à linge ; un élastique ;",Grab your pencil peashooter components.,['Grab your pencil peashooter components.']
wikilingua_crosslingual-train-2612161,wikilingua_crosslingual-train-2612161,en,fr,"This rubber band shooter gets its name from the pencil that forms its stock. The bits and pieces you'll need to make your peashooter are mostly common household items, and include:  Pencil Thumbtack Hot glue gun or superglue Clothespin Rubber band",Procurez-vous le matériel nécessaire.,['Procurez-vous le matériel nécessaire.']
wikilingua_crosslingual-train-2612195,wikilingua_crosslingual-train-2612195,en,fr,"There are several ingredients that you can add to your potatoes that will quickly thicken them. They include flour, cornstarch, powdered milk, instant potato flakes, potato starch, arrowroot, tapioca, or parmesan cheese.  Cornstarch is gluten-free, and also has twice the thickening power of flour. Therefore, you probably will not need to use as much of it. Potato starch is another gluten-free option. Additionally, it’s the best starch for Passover cooking.",Choisissez l'agent épaississant que vous voulez.,"[""Choisissez l'agent épaississant que vous voulez.""]"
wikilingua_crosslingual-train-2612226,wikilingua_crosslingual-train-2612226,fr,en,"C'est une icône en forme de triangle multicolore sur l'écran des applications ou sur l'écran d'accueil. Vous devriez le voir dans le coin en haut à gauche de l'écran, près de la barre de recherches.  Vous devriez la voir sur cet écran. Cette option se trouve à droite de l'application d'Uber. Si vous ne la voyez pas, cela signifie que l'application a déjà été mise à jour. Une fois terminée, vous pourrez utiliser la version mise à jour d'Uber.",Open your Android's Google Play Store. Tap ☰. Select My apps & games. Locate the Uber app. Tap Update. Wait for Uber to finish updating.,"[""Open your Android's Google Play Store. Tap ☰. Select My apps & games. Locate the Uber app. Tap Update. Wait for Uber to finish updating.""]"
wikilingua_crosslingual-train-2612227,wikilingua_crosslingual-train-2612227,en,fr,"This is the multicolored triangle in your App Drawer or on one of your Home screens. It should be in the top left corner of your screen near the search bar.  It should be on this screen. This option is to the right of the Uber app. If you don't see the ""Update"" switch, your Uber app is up to date. Once it's done, you'll be able to use the updated version by tapping the Uber app.",Ouvrez le Play Store de Google. Tapez sur ☰. Sélectionnez Mes applications et mes jeux. Trouvez l'application d'Uber. Tapez sur Mises à jour. Attendez que la mise à jour se termine.,"[""Ouvrez le Play Store de Google. Tapez sur ☰. Sélectionnez Mes applications et mes jeux. Trouvez l'application d'Uber. Tapez sur Mises à jour. Attendez que la mise à jour se termine.""]"
wikilingua_crosslingual-train-2612263,wikilingua_crosslingual-train-2612263,en,fr,"It's a blue ""e"" with a yellow band wrapped about it. This gear-shaped icon is in the top-right corner of the Internet Explorer window. It's near the top of the Settings drop-down menu. This link is in the bottom-left corner of the Downloads window. It's to the right of your current default download folder's name. Click a folder that you want to use as your downloads' save location. This will choose the folder you clicked as the default location for any subsequent downloads. Doing so saves your changes.",Démarrez Internet Explorer. Allez dans les paramètres. Faites un clic sur Afficher les téléchargements. Faites un clic sur Options. Cliquez sur Parcourir. Sélectionnez un dossier. Cliquez sur Sélectionner un dossier. Faites un clic sur OK.,['Démarrez Internet Explorer. Allez dans les paramètres. Faites un clic sur Afficher les téléchargements. Faites un clic sur Options. Cliquez sur Parcourir. Sélectionnez un dossier. Cliquez sur Sélectionner un dossier. Faites un clic sur OK.']
